Lon,lat,depth,b1,b2,b3,b4,b5,b6,b8,b10
83.38941193,17.78474617,7.053,0.008737157,0.010777292,0.012019036,0.004948293,0.004582456,0.006030445,0.002535539,0.002022901
83.38894653,17.78502274,6.151,0.008919587,0.011202953,0.012727649,0.005264484,0.005025345,0.006456365,0.002830203,0.002289513
83.38853455,17.78213692,4.793,0.008546556,0.011765944,0.014323199,0.004804444,0.004176345,0.005558144,0.002313195,0.001984048
83.3886795,17.78638077,5.368,0.009398332,0.011474962,0.013539555,0.005314722,0.005074959,0.006925402,0.003015331,0.002442103
83.38864899,17.78376198,6.276,0.008913063,0.011040411,0.012472003,0.005035995,0.004801472,0.005903773,0.002388588,0.002022796
83.38773346,17.78566933,3.907,0.009990004,0.012795838,0.01545109,0.006345078,0.006000964,0.007603653,0.003493408,0.002784733
83.39107513,17.78183556,9.546,0.00857424,0.009366036,0.009366224,0.003491888,0.003501775,0.004149893,0.001648096,0.001526168
83.38802338,17.78629875,3.86,0.009873209,0.012636865,0.01625506,0.006612632,0.006309223,0.007857697,0.003677087,0.002784767
83.3870163,17.78188515,0.961,0.010083296,0.013722879,0.01849499,0.007713233,0.006031756,0.006958864,0.003306706,0.002859724
83.38821411,17.78638649,4.37,0.00940347,0.012058078,0.014999549,0.006567793,0.006044963,0.007518989,0.0036034,0.002594491
83.38713837,17.78341866,2.765,0.009979961,0.012943982,0.016898878,0.007320177,0.005907864,0.007557034,0.003418608,0.003316908
83.38943481,17.78619194,6.561,0.00862754,0.011045935,0.012074005,0.005042097,0.005158513,0.006372903,0.00272016,0.002555965
83.38657379,17.78351593,1.683,0.010630107,0.014841547,0.019657424,0.009596753,0.007273604,0.008278064,0.004043866,0.003279059
83.38835144,17.78268242,4.894,0.009490417,0.011981066,0.013773879,0.004898533,0.004752405,0.005646036,0.00242423,0.001908216
83.38673401,17.78152657,1.747,0.011018425,0.01361804,0.018995572,0.008337998,0.006339122,0.007551669,0.003637217,0.003050008
83.38774109,17.78630257,3.32,0.009876273,0.012745125,0.017209157,0.007239227,0.006530811,0.008154376,0.003860996,0.002899045
83.38801575,17.78593826,4.842,0.009987323,0.012426091,0.014697318,0.006077039,0.005780201,0.00756164,0.003456388,0.002898813
83.38643646,17.7808075,1.126,0.010547002,0.01545227,0.021441745,0.013187276,0.011079717,0.008183547,0.004481253,0.003886831
83.3870697,17.78558731,2.323,0.009821193,0.013483749,0.018361947,0.007686148,0.007015048,0.008577911,0.003934743,0.002899109
83.38609314,17.78325081,1.272,0.012733428,0.015786864,0.022902062,0.012178338,0.009864491,0.009081186,0.004447954,0.00362153
